CaseID,ActivityID,CompleteTimestamp
29001,629038,2016-06-20 17:16:58
30001,915472,2016-06-22 19:01:51
30001,474178,2016-06-22 19:01:51
30001,169704,2016-07-28 11:58:03
31001,846607,2016-06-25 03:00:01
31001,607891,2016-06-25 03:00:03
31001,556862,2016-06-25 03:00:03
32001,846607,2016-07-28 11:58:02
32001,556862,2016-07-28 11:58:03
32001,607891,2016-07-28 11:58:03
33001,846607,2016-11-18 10:05:11
33001,607891,2016-11-18 10:05:12
33001,556862,2016-11-18 10:05:13
33002,846607,2016-11-18 10:05:11
33002,607891,2016-11-18 10:05:12
33002,556862,2016-11-18 10:05:13
33003,846607,2016-11-18 10:05:11
33003,607891,2016-11-18 10:05:12
33003,556862,2016-11-18 10:05:13
33004,474178,2016-11-18 10:11:51
33004,479982,2016-11-23 15:27:09
33004,915472,2016-11-23 15:27:09
33004,411057,2016-11-23 15:27:10
33004,225828,2016-11-23 15:27:10
34001,474178,2016-11-23 15:21:33
34001,674344,2016-11-23 15:26:48
34001,915472,2016-11-23 15:26:48
34001,166921,2016-11-23 15:26:48
34001,479982,2016-11-23 15:26:48
34001,411057,2016-11-23 15:26:48
34001,629038,2016-11-23 15:26:48
34001,603158,2016-11-23 15:26:48
34002,474178,2016-11-24 15:54:06
34002,915472,2016-11-24 15:54:20
34003,941972,2016-11-24 15:54:16
34003,355928,2016-11-24 15:54:16
34003,077929,2016-11-24 15:54:16
34003,135242,2016-11-24 15:54:16
34003,308411,2016-11-24 15:54:17
34003,375088,2016-11-24 15:54:17
